lat lon EWID NMID EW_abu_m2 Bacterivores Fungivores Herbivores Omnivores Predators Unidentified Total_Number
38.68 -121.92 9079.5 622 11.100000000000001 201.54166666666666 194.04166666666666 219.33333333333334 33.625 1.25 0 649.9166666666666
38.69 -122.06 9081 624 11.1 191.55555555555554 150.44444444444446 432.6666666666667 52.22222222222222 1.6666666666666667 0 828.4444444444445
38.69 -122.04 9081 623 11.1 155.33333333333334 112.33333333333333 41.5 12.833333333333334 0.3333333333333333 0 322.1666666666667
38.71 -122.01 9082 623 25.9 155.33333333333334 112.33333333333333 41.5 12.833333333333334 0.3333333333333333 0 322.1666666666667
38.72 -122.03 9082 624 25.9 191.55555555555554 150.44444444444446 432.6666666666667 52.22222222222222 1.6666666666666667 0 828.4444444444445
40.21 -8.46 4501.5 664 178.795 279 13 38 5 9 0 344
40.22 -8.46 4501.5 667 178.795 708 42 326 58 37 0 1171
40.23 -8.52 4501.5 669 178.795 78 9 1 4 0 0 92
40.23 -8.47 4501.5 670 178.795 78 123 320 14 5 0 540
40.26 -8.56 4558.5 669 36.67 78 9 1 4 0 0 92
40.27 -8.51 4501.5 676 178.795 199 81 374 22 12 0 688
40.3 -8.56 4558 676 38.34 199 81 374 22 12 0 688
40.3 -8.55 4559 676 35 199 81 374 22 12 0 688
41.76 -6.9 4523.5 724 22.700000000000003 172 324 88 60 9 0 653
41.77 -6.87 4563.5 724 90.10000000000001 172 324 88 60 9 0 653
41.81 -8.56 4554 723 9.5 585 271 142 27 0 0 1025
41.85 -6.75 4562 735 20.2 425 378 127 120 34 0 1084
41.86 -6.75 4561 735 9.2 425 378 127 120 34 0 1084
44.07 4.63 7317.5 820 15.75 311 217 666 67 33 0 1294
44.07 4.64 7310.3 820 64.15 311 217 666 67 33 0 1294
44.08 4.63 7314.5 820 16.625 311 217 666 67 33 0 1294
46.96 6.94 10195 913 165 618.4650352 20.61550117 185.5395106 309.2325176 21 20.61550117 1175.083567
46.96 6.95 10203 913 265 618.4650352 20.61550117 185.5395106 309.2325176 21 20.61550117 1175.083567
46.97 6.94 10199 913 236.33333333333334 618.4650352 20.61550117 185.5395106 309.2325176 21 20.61550117 1175.083567
46.97 6.95 10199.714285714286 913 264.2857142857143 618.4650352 20.61550117 185.5395106 309.2325176 21 20.61550117 1175.083567
46.97 6.96 10199.666666666666 913 176.33333333333334 618.4650352 20.61550117 185.5395106 309.2325176 21 20.61550117 1175.083567
46.97 6.97 10200 913 39 618.4650352 20.61550117 185.5395106 309.2325176 21 20.61550117 1175.083567
46.98 6.97 10194 913 130 618.4650352 20.61550117 185.5395106 309.2325176 21 20.61550117 1175.083567
47.01 6.89 10198 916 218.5 398 116 364 27 242 0 1147
47.01 6.9 10200.125 916 264.375 398 116 364 27 242 0 1147
47.01 6.91 10199.666666666666 916 176.33333333333334 398 116 364 27 242 0 1147
47.02 6.92 10197 916 84.5 398 116 364 27 242 0 1147
47.96 -4.12 8885.5 965 49.65 988 38 1039 13 152 0 2230
48.09 -1.74 8890 977 335 274 85 304 15 5 0 684
48.1 -1.09 8888.5 983 31.75 177 16 1095 19 0 0 1307
51.04 10.46 2836.3333333333335 1147 163.33333333333334 1448.359658 124.1451135 972.4700559 331.0536361 41 103.4542613 3020.864429
51.04 10.47 2851 1147 52.666666666666664 1448.359658 124.1451135 972.4700559 331.0536361 41 103.4542613 3020.864429
51.04 10.48 2833 1147 40 1448.359658 124.1451135 972.4700559 331.0536361 41 103.4542613 3020.864429
51.04 10.53 2849 1147 136 1448.359658 124.1451135 972.4700559 331.0536361 41 103.4542613 3020.864429
51.05 10.46 2842.5 1147 74 1448.359658 124.1451135 972.4700559 331.0536361 41 103.4542613 3020.864429
51.05 10.48 2850.5 1147 150 1448.359658 124.1451135 972.4700559 331.0536361 41 103.4542613 3020.864429
51.05 10.49 2855.2 1147 262.2 1448.359658 124.1451135 972.4700559 331.0536361 41 103.4542613 3020.864429
51.05 10.5 2847.2 1147 124.4 1448.359658 124.1451135 972.4700559 331.0536361 41 103.4542613 3020.864429
51.05 10.51 2861 1147 298 1448.359658 124.1451135 972.4700559 331.0536361 41 103.4542613 3020.864429
51.05 10.52 2837.5 1147 217 1448.359658 124.1451135 972.4700559 331.0536361 41 103.4542613 3020.864429
51.06 10.48 2845.5 1147 201 1448.359658 124.1451135 972.4700559 331.0536361 41 103.4542613 3020.864429
51.06 10.5 2831 1147 548 1448.359658 124.1451135 972.4700559 331.0536361 41 103.4542613 3020.864429
51.06 10.51 2849.25 1147 241.25 1448.359658 124.1451135 972.4700559 331.0536361 41 103.4542613 3020.864429
51.14 10.38 2850 1152 264 119 13 4 0 0 0 136
51.14 10.39 2842 1152 116 119 13 4 0 0 0 136
51.14 10.4 2836 1152 130 119 13 4 0 0 0 136
51.14 10.42 2832 1152 86 119 13 4 0 0 0 136
51.15 10.42 2830 1152 262 119 13 4 0 0 0 136
51.29 5.59 3754 1163 106.48116 298 128 1233 0 11 11 1680
51.31 5.59 3754 1168 106.48116 4563 297.5 1637.5 297.5 179.5 717 7691.5
51.31 5.62 3754 1172 106.48116 238 173 221 43 13 35 723
51.32 5.6 3754 1175 106.48116 1258 45 884 15 60 15 2277
51.32 5.62 3792 1163 8.333334 298 128 1233 0 11 11 1680
51.33 5.62 3792 1168 8.333334 4563 297.5 1637.5 297.5 179.5 717 7691.5
51.33 5.7 3792 1169 8.333334 6404.333333333333 183 3163.6666666666665 17.666666666666668 373.6666666666667 2602 12745
51.34 5.64 3792 1172 8.333334 238 173 221 43 13 35 723
51.35 5.62 3792 1175 8.333334 1258 45 884 15 60 15 2277
51.4 5.5 3780 1178 412.5000027 723 506 1175 235 54 18 2712
51.41 5.94 3744 1180 4.166667 2442 70 942 244 0 1535 5233
51.43 5.41 3780 1183 412.5000027 1640.5 141 1943 0 52.5 977.5 4754.5
51.43 5.92 3744 1184 4.166667 2648 143 896 65 14.5 231 3998.5
51.48 4.43 3768 1187 179.16665637 1907 325 2962 649 243 0 6087
51.49 4.6 3764 1185 125.00000367 1287 1013 506 338 21 0 3165
51.5 5.89 3761 1184 8.333334 2648 143 896 65 14.5 231 3998.5
51.51 4.64 3764 1191 125.00000367 1627 134 1159 111 312 0 3343
51.52 5.19 3758 1189 8.333334 1433.5 62 345.5 74.5 82 449.5 2447.5
51.52 5.29 3766 1189 241.6666703 1433.5 62 345.5 74.5 82 449.5 2447.5
51.52 5.88 3761 1190 8.333334 1900 48 1323 72 120 265 3728
51.53 4.7 3764 1199 125.00000367 130 114 336 72 0 8 660
51.53 5.16 3758 1192 8.333334 1153 47 568 16 32 631 2447
51.53 5.26 3797.5 1189 75.6944445 1433.5 62 345.5 74.5 82 449.5 2447.5
51.53 5.89 3761 1193 8.333334 1307 48 791 48 48 242 2485
51.54 4.61 3764 1205 125.00000367 1205 0 319 102 88 464 2178
51.54 5.14 3758 1195 8.333334 107 127 85 29 0 9 357
51.54 5.23 3797.5 1192 75.6944445 1153 47 568 16 32 631 2447
51.54 5.36 3766 1196 241.6666703 1859 79 2690 554 712 40 5933
51.54 5.86 3761 1197 8.333334 2487 28 924.5 203.5 231.5 352 4225.5
51.54 5.87 3761 1200 8.333334 1839 102 616.5 174 140.5 814 3687
51.54 5.88 3761 1198 8.333334 183 258 1193 43 0 0 1677
51.55 5.22 3797.5 1195 75.6944445 107 127 85 29 0 9 357
51.55 5.32 3797.5 1196 75.6944445 1859 79 2690 554 712 40 5933
51.56 5.86 3761 1207 8.333334 1531 38 255 13 26 128 1990
51.57 5.14 3758 1209 8.333334 1984 28.5 1355 132 103.5 955.5 4559
51.57 5.19 3758 1211 8.333334 2257 0 1319 278 0 1354 5207
51.57 5.34 3766 1212 241.6666703 1319 125 962 143 53 125 2727
51.58 5.15 3758 1216 8.333334 2972.5 232.5 1763 294 162.5 880.5 6305
51.58 5.26 3797.5 1211 75.6944445 2257 0 1319 278 0 1354 5207
51.58 5.29 3797.5 1214 75.6944445 1363.5 41.5 830.5 173 142.5 658.5 3209.5
51.58 5.31 3797.5 1212 75.6944445 1319 125 962 143 53 125 2727
51.58 5.32 3766 1214 241.6666703 1363.5 41.5 830.5 173 142.5 658.5 3209.5
51.6 4.88 3755 1210 12.7 254 355 118 85 34 11 857
51.71 -9 3158.5 1224 140.5 416.7200444 18.9418202 303.0691232 18.9418202 246.2436626 0 1003.916471
51.76 -8.64 3128 1231 48 308.3728303 75.82938451 60.66350761 50.55292301 25.2764615 0 520.695107
51.78 -8.68 3128 1240 48 538.9617528 92.92444013 1263.772386 0 111.5093282 0 2007.167907
51.78 -8.67 3160.5 1231 240.5 308.3728303 75.82938451 60.66350761 50.55292301 25.2764615 0 520.695107
51.8 -9.29 3129 1239 124 562.0019507 11.70837397 562.0019507 35.12512192 11.70837397 0 1182.545771
51.8 -8.71 3160.5 1240 240.5 538.9617528 92.92444013 1263.772386 0 111.5093282 0 2007.167907
51.8 -8.28 3161.5 1243 438.5 119.1671031 21.66674602 650.0023807 119.1671031 195.0007142 0 1105.004047
51.86 6.34 8718 1269 68.8 820 62 2050 0 62 82 3075
51.86 6.46 8718 1266 68.8 2458.5 67 1258.5 169 199.5 351 4503.5
51.86 6.49 8711 1266 0 2458.5 67 1258.5 169 199.5 351 4503.5
51.86 6.5 8712 1266 252.70000000000002 2458.5 67 1258.5 169 199.5 351 4503.5
51.87 6.44 8718 1272 68.8 3625 33 914 163 65 33 4833
51.87 6.5 8711 1270 0 2321 151.5 1385.5 348.5 175.5 886 5268.5
51.87 6.51 8712 1270 252.70000000000002 2321 151.5 1385.5 348.5 175.5 886 5268.5
51.88 6.47 8711 1272 0 3625 33 914 163 65 33 4833
51.88 6.49 8712 1272 252.70000000000002 3625 33 914 163 65 33 4833
51.88 6.51 8715.5 1266 174.747 2458.5 67 1258.5 169 199.5 351 4503.5
51.89 6.34 8714.666666666666 1269 118.43333333333334 820 62 2050 0 62 82 3075
51.89 6.46 8714.666666666666 1266 118.43333333333334 2458.5 67 1258.5 169 199.5 351 4503.5
51.89 6.49 8715.5 1272 174.747 3625 33 914 163 65 33 4833
51.89 6.52 8715.5 1270 174.747 2321 151.5 1385.5 348.5 175.5 886 5268.5
51.9 6.44 8714.666666666666 1272 118.43333333333334 3625 33 914 163 65 33 4833
51.92 -8.24 3162.5 1280 234 79.9025684 7.263869855 203.3883559 18.15967464 61.74289377 0 370.4573626
51.92 6.32 3760 1269 8.333334 820 62 2050 0 62 82 3075
51.92 6.51 8715.5 1289 174.747 1387 267 1707 373 240 27 4000
51.92 6.53 3762 1266 141.666666 2458.5 67 1258.5 169 199.5 351 4503.5
51.93 -9.36 3133 1278 4 78.49043819 0 476.175325 10.46539176 5.232695879 0 570.3638509
51.93 6.38 8714.666666666666 1288 118.43333333333334 65 70 276 11 8 3 433
51.93 6.44 8720 1272 249.25 3625 33 914 163 65 33 4833
51.93 6.51 3762 1272 141.666666 3625 33 914 163 65 33 4833
51.93 6.54 3762 1270 141.666666 2321 151.5 1385.5 348.5 175.5 886 5268.5
51.94 -8.22 3134 1280 232 79.9025684 7.263869855 203.3883559 18.15967464 61.74289377 0 370.4573626
51.94 4.7 3802 1281 434.375 3627 224 4742.5 56 250.5 52.5 8952.5
51.94 4.71 3801 1281 240.625 3627 224 4742.5 56 250.5 52.5 8952.5
51.95 4.69 3801.5 1286 337.5 1562 71 5228 90.5 140 45.5 7136.5
51.95 4.7 3802 1287 434.375 3235 164.5 3953 168.5 446.5 315.5 8284
51.95 4.71 3801 1287 240.625 3235 164.5 3953 168.5 446.5 315.5 8284
51.96 4.69 3801 1292 240.625 1777.5 155 7466 125 63 0 9587
51.96 4.71 3803.5 1281 153.125 3627 224 4742.5 56 250.5 52.5 8952.5
51.96 5.62 3825.5 1284 272.5 29.5 16 53 5.5 3 0 107
51.96 5.63 3825.5 1285 272.5 51.5 6.5 43.5 1.5 3.5 0 106.5
51.96 6.35 3760 1288 8.333334 65 70 276 11 8 3 433
51.96 6.37 8720 1288 249.25 65 70 276 11 8 3 433
51.96 6.53 3762 1289 141.666666 1387 267 1707 373 240 27 4000
51.97 4.69 3803 1288 246.875 1633.8333333333333 99 5974 102 114.33333333333333 30.333333333333332 7953.333333333333
51.97 4.7 3802 1297 434.375 2011 118.5 6509.5 205 510 63 9417
51.97 4.71 3802.6666666666665 1290.3333333333333 182.29166666666666 2827 149.16666666666666 4805.166666666667 180.66666666666666 467.6666666666667 231.33333333333334 8661.666666666666
51.97 4.72 3805.5 1281 447.5 3627 224 4742.5 56 250.5 52.5 8952.5
51.97 5.64 3825.5 1290 272.5 1411 99 1683 124 149 223 3688
51.98 -7.69 3119 1291 144 141.6266149 141.6266149 642.7669446 32.68306498 261.4645198 0 1220.167759
51.98 4.69 3803.5 1292 153.125 1777.5 155 7466 125 63 0 9587
51.98 4.7 3805 1286 713.125 1562 71 5228 90.5 140 45.5 7136.5
51.98 4.71 3806 1286 181.875 1562 71 5228 90.5 140 45.5 7136.5
51.98 4.72 3805.5 1287 447.5 3235 164.5 3953 168.5 446.5 315.5 8284
51.98 5.58 3825.5 1293 272.5 97 33.666666666666664 104 7 198.66666666666666 0 440
51.98 5.66 3825.5 1294 272.5 54.5 9.5 36 5 1.5 0 106.5
51.99 4.4 3785 1315 112.5000074 2959 95 3532 191 382 0 7159
51.99 4.71 3804.5 1294.5 300.3125 1894.25 136.75 6987.75 165 286.5 31.5 9502
51.99 5.58 3825.5 1300 272.5 55.5 18 18.5 8 4 0 104
51.99 5.7 3825.5 1303 272.5 38 25 661 0 193.5 0 917.5
51.99 5.71 3825.5 1306 272.5 48 12 28.5 6.5 3 0 98
51.99 6.54 3762 1314 141.666666 2696.6 331.5 5332.35 1246.55 NA 0 9607
52 4.72 3805.5 1297 447.5 2011 118.5 6509.5 205 510 63 9417
52 5.73 3742 1294 87.5000037 54.5 9.5 36 5 1.5 0 106.5
52 5.78 3742 1296 87.5000037 270 910 2021 135 1145 0 4481
52.01 -9.64 3135 1304 236 893.0911902 327.4667697 1190.788254 476.3153014 148.8485317 0 3036.510047
52.01 5.76 3742 1301 87.5000037 39 13 749 0 302 0 1103
52.01 5.77 3742 1305.5 87.5000037 42.5 24.5 300.75 3.25 44 0 415
52.02 4.7 3803.5 1328 153.125 2350.5 107.5 5015 153.5 316 110.5 8054
52.02 4.71 3803.5 1330 153.125 3439 166 2113 207 83 207 6215
52.02 5.54 3763 1293 245.8333333 97 33.666666666666664 104 7 198.66666666666666 0 440
52.02 5.78 3742 1316 87.5000037 57.5 22.5 23.5 3.5 3 0 110
52.02 5.79 3742 1317 87.5000037 395 321 1063 99 865 0 2743
52.03 4.72 3805.3333333333335 1328.6666666666667 536.0416666666666 2713.3333333333335 127 4047.6666666666665 171.33333333333334 238.33333333333334 142.66666666666666 7441
52.03 4.73 3806 1330 181.875 3439 166 2113 207 83 207 6215
52.03 4.77 3805.5 1331 447.5 3300 557 1671 129 86 686 6429
52.03 5.54 3763 1300 245.8333333 55.5 18 18.5 8 4 0 104
52.03 5.77 3742 1323 87.5000037 249 150 848 17 399 0 1662
52.04 4.34 3775 1315 266.6666603 2959 95 3532 191 382 0 7159
52.04 5.75 3741 1303 195.8333667 38 25 661 0 193.5 0 917.5
52.04 5.76 3741.6666666666665 1325 123.61112469999999 355.5 101 493.8333333333333 4.5 255.66666666666666 0 1210.3333333333333
52.05 5.77 3741 1316.5 195.8333667 226.25 171.75 543.25 51.25 434 0 1426.5
52.06 5.56 3763 1329 245.8333333 995 323 1963 484 269 0 4033
52.06 5.76 3741 1323 195.8333667 249 150 848 17 399 0 1662
52.07 5.32 3759 1322 12.5 2426 90 1528 240 90 180 4553
52.07 5.5 3763 1339 245.8333333 3718 188 2322.5 142.5 174 623 7167.5
52.07 5.74 3741 1337 195.8333667 311 213 917 0 458 0 1899
52.07 5.75 3741 1332 195.8333667 707.5 78 536 7 306 0 1634
52.09 5.4 3759 1339 12.5 3718 188 2322.5 142.5 174 623 7167.5
52.09 5.53 3763 1352 245.8333333 2136 148 1602 504 208 208 4807
52.09 5.55 3763 1354 245.8333333 50 39 11 7 5 0 113
52.09 5.56 3763 1353 245.8333333 739.5 52.5 638.5 73 25 358 1887
52.1 -9.81 3166.5 1345 102 584.7430839 50.84722469 1652.534802 203.3888987 127.1180617 0 2618.632071
52.1 4.77 3814.3333333333335 1330 168.125 3439 166 2113 207 83 207 6215
52.1 4.81 3815.714285714286 1331 110 3300 557 1671 129 86 686 6429
52.1 4.82 3815 1331 440.625 3300 557 1671 129 86 686 6429
52.11 5.16 3774 1364 499.99998999999997 177 168 126 23 3 0 497
52.11 5.35 3759 1348 12.5 501 431 237 79 62 9 1318
52.11 5.36 3759 1349 12.5 2222 106 1402 212 106 106 4153
52.12 4.78 3811.5 1346 233.4375 2702.5 91 1908 132 507 43 5383.5
52.12 4.79 3817 1346 74.47916666666667 2702.5 91 1908 132 507 43 5383.5
52.12 4.8 3816 1346 450 2702.5 91 1908 132 507 43 5383.5
52.12 4.83 3811.5 1347 233.4375 2190 179 3710 268 358 0 6705
52.12 4.84 3817 1347 74.47916666666667 2190 179 3710 268 358 0 6705
52.12 4.85 3816 1347 450 2190 179 3710 268 358 0 6705
52.12 5.43 3759 1352 12.5 2136 148 1602 504 208 208 4807
52.13 4.79 3814 1346 728.125 2702.5 91 1908 132 507 43 5383.5
52.13 4.84 3814 1347 728.125 2190 179 3710 268 358 0 6705
52.13 5.3 3759 1368 12.5 58 18 20 4 5.5 0 105.5
52.14 4.76 3815.714285714286 1358 110 6434 159 3892 794 79 556 11915
52.14 4.77 3815 1358 440.625 6434 159 3892 794 79 556 11915
52.14 4.8 3811 1359 457.5 1349.5 113 2680.5 11.5 58.5 0 4214
52.14 4.81 3815.478260869565 1361.7391304347825 132.5 1150.6304347826087 130.0326086956522 3281.7065217391305 39.22826086956522 68.25 16.130434782608695 4686.20652173913
52.14 4.82 3815.777777777778 1363.3333333333333 157.8935185185185 2141.8271604938273 165.53395061728395 3347.5956790123455 142.83024691358025 289.6882716049383 43.888888888888886 6131.669753086419
52.14 4.83 3815.7 1361.7 290.9375 2573.8 219.7 3101.6 316.6 544.9 87.4 6844.3
52.14 4.87 3815.714285714286 1363 110 3402 170 4310 170 510 0 8563
52.14 4.88 3815 1363 440.625 3402 170 4310 170 510 0 8563
52.15 4.82 3815 1365.5 440.625 1532.5 137 4996.5 23 68.5 0 6757.5
52.15 4.83 3815 1367 440.625 1637.3333333333333 175.66666666666666 3290.3333333333335 136.66666666666666 335.3333333333333 0 5575.333333333333
52.15 4.85 3811 1372 457.5 3635 220 4808.5 279.5 405.5 31.5 9379.5
52.15 4.86 3817.25 1372 33.59375 3635 220 4808.5 279.5 405.5 31.5 9379.5
52.16 -8.42 3167.5 1371 127.5 162.9909544 14.48808483 152.1248907 3.622021208 54.33031812 0 387.5562693
52.16 4.86 3814.6666666666665 1372 302.0833333333333 3635 220 4808.5 279.5 405.5 31.5 9379.5
52.16 4.87 3815.5 1372 296.875 3635 220 4808.5 279.5 405.5 31.5 9379.5
52.16 5.21 3749 1364 12.444444444444445 177 168 126 23 3 0 497
52.16 5.24 3749 1368 12.444444444444445 58 18 20 4 5.5 0 105.5
52.17 4.94 3807.5 1363 564.0625 3402 170 4310 170 510 0 8563
52.17 4.98 3809.5 1363 148.75 3402 170 4310 170 510 0 8563
52.17 5.2 3757 1364 8.333333 177 168 126 23 3 0 497
52.18 4.97 3809.5 1372 148.75 3635 220 4808.5 279.5 405.5 31.5 9379.5
52.18 5.23 3757 1368 8.333333 58 18 20 4 5.5 0 105.5
52.18 5.66 3743 1373 4.166667 2374.5 142 1515.5 235.5 37.5 353 4657.5
52.18 5.73 3743 1374 4.166667 81 96 16 1 0 3 197
52.19 4.93 3807.5 1372 564.0625 3635 220 4808.5 279.5 405.5 31.5 9379.5
52.19 5.23 3749 1378 12.444444444444445 76 61 5 7 4 0 153
52.2 4.95 3807.5 1377 564.0625 3925.5 28 4061 138 632 110.5 8894.5
52.2 4.99 3808.5 1376.5 356.40625 2570.25 74 4314.25 137.25 433.75 55.25 7584.75
52.2 5.03 3809.5 1376 148.75 1215 120 4567.5 136.5 235.5 0 6275
52.2 5.69 3743 1381 4.166667 2645 34.5 1214.5 79 73.5 232.5 4278.5
52.2 5.77 3743 1380 4.166667 14 14 1400 0 86 0 1514
52.21 5.22 3757 1378 8.333333 76 61 5 7 4 0 153
52.22 6.83 3772 1383 425.0000333 3051 74 1948 110 257 184 5623
52.23 4.93 3807.5 1387 564.0625 2318 130 9980.5 179 748.5 121.5 13477
52.23 5.72 3743 1388 4.166667 742 627 2253 998 371 0 4991
52.23 6.2 3779 1379 491.6666697 1803.5 81 1264 136 88 517 3888.5
52.25 6.19 3779 1385 491.6666697 1403 23 1196 115 92 621 3451
52.25 6.21 3779 1386 491.6666697 1390 102 1163.5 107.5 29 391.5 3183.5
52.27 6.2 3779 1390 491.6666697 1440 76 1378 64 72 184.5 3214
52.29 6.11 3779 1400 491.6666697 2249 148 1835 59 89 59 4439
52.29 6.14 3779 1398 491.6666697 1662 20 721 40 80 360 2883
52.41 6.11 9048.5 1406 371.6408333333333 1899 215 2615 107 72 466 5374
52.42 -6.51 3141.5 1413 236.5 83.607801455 11.9339432285 347.422821 5.5785333545 130.8474933 0 588.9939059999999
52.42 6.18 9048.5 1411 371.6408333333333 2087 163 1653 217 81 136 4337
52.43 6.17 9048.5 1415 371.6408333333333 1721 188 1613 81 134 323 4060
52.43 6.19 9048.5 1416 371.6408333333333 2040 20.5 637.5 69.5 91.5 164.5 3023.5
52.44 6.2 9048.5 1420 371.6408333333333 2201 61 1284 336 153 489 4525
52.46 6.14 9048.5 1427 371.6408333333333 3189 175.66666666666666 1886.3333333333333 274.3333333333333 142 289.3333333333333 5955.666666666667
52.46 6.18 9048.5 1429 371.6408333333333 2280 175 2104 421 35 245 5260
52.48 -7.76 3152.5 1425 395 142.6240475 0 1079.867789 203.7486394 713.1202377 0 2139.360713
52.52 6.13 3769 1427 133.3333374 3189 175.66666666666666 1886.3333333333333 274.3333333333333 142 289.3333333333333 5955.666666666667
52.55 -6.29 3148.25 1436 310.5 451.697319305 33.12668591 547.6428377 91.56925053 114.9462764 0 1238.9823695
52.55 6.11 3769 1437 133.3333374 1838 145 4691 193 339 48 7255
52.56 -7.32 3168.5 1438 154 801.1982478 102.7177241 945.0030616 61.63063445 246.5225378 0 2157.072206
52.56 6.16 3769 1439 133.3333374 1329 86.5 982 210.5 34 632 3274.5
